author.name,date,text,geo.coordinates.coordinates,geo.geo.bbox,geo.name,hate_pred,emotion_pred,borough,latitude,longitude
Lumy 😀,2022-11-17 18:53:46+00:00,That  last question cannot be answered yet cos in the next 4 years femi will do the same https://t.co/hKJ19HNHPg,,"[0.140821, 51.500544, 0.280358, 51.62063]",Romford,sexism,anticipation,Romford,51.5760462,0.1822646
OSNAT D.D,2022-11-17 23:24:49+00:00,@NjQy9D5Hh5gAAec @amit_segl\n arrogant,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,disability,anger,Barnet,51.65309,-0.2002261
Api:Cultural,2022-11-18 02:56:30+00:00,Bougie caddisfly larva https://t.co/jfcyP7MuF4,,"[-0.104501, 51.518605, -0.015834, 51.5766844]",Hackney,sexism,joy,Hackney,51.5432402,-0.0493621
Martin,2022-11-18 09:54:27+00:00,@Motorsport Won’t it also be easier for males to drive so therefore increase the competition this making it even harder for women?,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,sexism,anticipation,Poplar,51.5110713,-0.0144629
Dr positive,2022-11-18 13:22:33+00:00,@Football__Tweet Messed up his career because of a girl,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,sexism,anger,Barnet,51.65309,-0.2002261
"jane Gray, 💜WOMAN adult human female🇺🇦",2022-11-18 22:00:37+00:00,Men are people born not worn.,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,disgust,Camden Town,51.5423045,-0.1395604
Dawn Neesom,2022-11-18 22:38:21+00:00,People like #MattHanock more than female journalists 🤨#CharleneWhite #imacelebrity #eviction,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,sexism,anticipation,Poplar,51.5110713,-0.0144629
Chris Brogan,2022-11-18 23:04:42+00:00,@Lizmac03021945 @BennuInspace @salltweets Define “feminine” - last time I check it’s subjective. Their gender is not for you to label.,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,sexism,anger,Hillingdon,51.542519299999995,-0.44833493117949663
Chris Brogan,2022-11-18 23:10:37+00:00,"@Lizmac03021945 @BennuInspace @salltweets No presumption, if you class yourself as female, pronoun would be she. Non binary, they, male, he… quite simple.",,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,sexism,anticipation,Hillingdon,51.542519299999995,-0.44833493117949663
Hamza Mughal 🇬🇧🇵🇰,2022-11-19 01:20:42+00:00,@highonmomos Girls be like that no worries,,"[-0.104501, 51.518605, -0.015834, 51.5766844]",Hackney,sexism,optimism,Hackney,51.5432402,-0.0493621
Sammie ✨,2022-11-19 04:42:18+00:00,Some girls need to realise that fucking anything with a pulse is needy and pathetic. Just shows how easy you are 💁🏻‍♀️,,"[-0.457966, 51.420633, -0.243419, 51.502851]",Hounslow,sexism,anger,Hounslow,51.4686132,-0.3613471
Sammie ✨,2022-11-19 07:08:17+00:00,@karmak47661319 Quick question... Do girls need to fuck a guy a few times to tell if they actually like them or not🤔 hmm,,"[-0.457966, 51.420633, -0.243419, 51.502851]",Hounslow,sexism,anticipation,Hounslow,51.4686132,-0.3613471
Whatever 🏳️‍🌈🇪🇺💚🌱,2022-11-19 09:01:11+00:00,@GreenRedSonja @JolyonMaugham Is it mainly boys behaviour? I ask because I live next door to a private girls school and their behaviour is impeccable.,,"[-0.259465, 51.417277, -0.127974, 51.486036]",Wandsworth,sexism,anticipation,Wandsworth,51.4570271,-0.1932607
Matthew Carter,2022-11-19 09:12:23+00:00,"@justinlondonjp 50% of Gods are women, because Gods exclusively live in our heads…",,"[-0.074547, 51.414087, 0.038567, 51.494127]",Lewisham,sexism,optimism,Lewisham,51.4624292,-0.0101787
Dorothy Cohen,2022-11-19 15:45:33+00:00,@FIFAWorldCup we understand that politics should be kept out of sport but how many times can we keep turning our backs on these countries that cause harm to others under the banner of religion. Religion is worth nothing if it preaches cruelty,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,religion,anger,Barnet,51.65309,-0.2002261
⭐⭐Baron von Nilesy🌍,2022-11-19 18:50:54+00:00,"@RepMTG 🤣 sic those jewish space lazers on him, you absolute 🤡",,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,religion,anger,Camberwell,51.4745706,-0.0925416
Rachel Major,2022-11-19 19:23:06+00:00,2 twats on the pitch…,,"[-0.1420579, 51.5185518, -0.076305, 51.575301]",Islington,sexism,anger,Islington,51.5384287,-0.0999051
Selver,2022-11-19 21:01:53+00:00,@CoachMacUK Because there is something called ‘envy’ and women like to express it more than men. The harsh truth.,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anger,Camberwell,51.4745706,-0.0925416
Sabrina Chevannes,2022-11-19 22:18:16+00:00,@twice_never I think the individual defines whether they consider themselves to be a woman or not.,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,sexism,anticipation,Poplar,51.5110713,-0.0144629
Mane,2022-11-19 23:19:42+00:00,Didn’t y’all enslave or otherwise subjugate half the damn planet over the years? https://t.co/Xih1V3wszv,,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,racism,anger,London,51.5073359,-0.12765
My lovely horse 🐎,2022-11-20 00:52:49+00:00,“Men fail to find the clitoris…” https://t.co/6ZRpOIDFWC,,"[-0.254563, 51.463873, -0.177653, 51.532901]",Hammersmith,sexism,anticipation,Hammersmith,51.4920377,-0.2236401
My lovely horse 🐎,2022-11-20 12:26:26+00:00,@RobinClaxton1 Unless you’re a woman 😂,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,sexism,joy,Hillingdon,51.542519299999995,-0.44833493117949663
🆎,2022-11-20 13:11:24+00:00,Silly Cunt dropping woman an kids needs putting down https://t.co/6EsoqwRZLl,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,joy,Lambeth,51.4952111,-0.1163354
John lumb,2022-11-20 17:03:06+00:00,"@sotiridi FairPlay, well done mothers. Do not get your dick out in front of young girls end of.",,"[-0.39216, 51.391383, -0.221832, 51.489646]",Richmond,sexism,anger,Richmond,51.4613531,-0.3032767
Jamie,2022-11-20 23:52:02+00:00,Some Twat pretends to shred 10k and everybody goes mental…life goes on!!!,,"[-0.254563, 51.463873, -0.177653, 51.532901]",Hammersmith,sexism,anger,Hammersmith,51.4920377,-0.2236401
Demmy Kizza,2022-11-21 03:01:42+00:00,@AKasingye Stop being sexist,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,sexism,anger,Hillingdon,51.542519299999995,-0.44833493117949663
OMZ BK,2022-11-21 09:59:11+00:00,@BBC just told the world F#%K The Muslims .,,"[-0.254563, 51.463873, -0.177653, 51.532901]",Hammersmith,religion,anger,Hammersmith,51.4920377,-0.2236401
London,2022-11-21 10:02:03+00:00,"@AshwiniSahaya @drnarottammisra @OfficeofSSC @jihadwatchRS @geertwilderspvv @Martina @UNHumanRights @UNinIndia @narendramodi @cnnbrk @nypost Muslims r good at it. They murdered my younger brother, a Hindu, a teacher in a ghastly way n disposed d body to destroy all evidence but could not fully wash d blood.Hindus must beware Muslims. My brother’s murderers were his “ friends”! If u trust a Muslim think twice about it.",,"[-0.510364798739281, 51.2867019756122, 0.334043461659515, 51.6918240878432]",London,religion,fear,London,51.5073359,-0.12765
Mamiac🗣,2022-11-21 12:02:54+00:00,@fabricebrt @RhonaHarker @emilyEBbrooks We can’t walk around all wet. Women get urinary infection very easily… we need to dry it!!!!,,"[-0.510364798739281, 51.2867019756122, 0.334043461659515, 51.6918240878432]",London,sexism,disgust,London,51.5073359,-0.12765
Jawnino stan account 4️⃣0️⃣,2022-11-21 12:52:42+00:00,"As a man, why have u got a basket inda supermarket?! Juggle datt shit in ur hands",,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anger,Camberwell,51.4745706,-0.0925416
Ben Norris,2022-11-21 19:22:24+00:00,"Men,....the top knot is never acceptable under any circumstances.\n#topknot",,"[-0.080526, 51.3434174, 0.1331237, 51.4452233]",Bromley,sexism,anger,Bromley,51.4028046,0.0148142
Rebecca Crankshaw,2022-11-21 21:54:12+00:00,@Jo_Livingstone Massive dyke energy!,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexual_orientation,joy,Lambeth,51.4952111,-0.1163354
linda hargreaves,2022-11-22 02:18:04+00:00,@Bartron50001 @IrexitFreedom The intention of their religion is to take over the western world.. They hate infidels and their religion preaches this! People might laugh at this now.. but it's already happening!,,"[-0.259465, 51.417277, -0.127974, 51.486036]",Wandsworth,religion,anger,Wandsworth,51.4570271,-0.1932607
B. Scott Hoadley,2022-11-22 08:08:58+00:00,@McconnellEryn seriously… wtf is wrong with people (men). It’s embarrassing.,,"[-0.080526, 51.3434174, 0.1331237, 51.4452233]",Bromley,sexism,anger,Bromley,51.4028046,0.0148142
VERON 🔔,2022-11-22 11:47:47+00:00,"being a man seems easy, all you gotta do is lie &amp; get haircuts.",,"[-0.254563, 51.463873, -0.177653, 51.532901]",Hammersmith,sexism,optimism,Hammersmith,51.4920377,-0.2236401
Teri Carson ☠️ 🇮🇪 💀 🇨🇮 ☠️,2022-11-22 12:07:11+00:00,"Or excuse #AmberHeard's abuse against #JohnnyDepp with pseudo, divisive #radical #Feminism ideology. https://t.co/HTL2vkxrdJ",,"[-0.1420579, 51.5185518, -0.076305, 51.575301]",Islington,sexism,anger,Islington,51.5384287,-0.0999051
Sandra Fender,2022-11-22 14:07:31+00:00,"Everybody it seems, i'm talking some believers, tip toe around unbelievers, many if whom are unbelievabley wicked, because they afraid of offending them. Furthermore when these same heathens desire to KILL the people of God and their children we allow them to spout their vermin",,"[0.140821, 51.500544, 0.280358, 51.62063]",Romford,religion,anger,Romford,51.5760462,0.1822646
Scarlet_Beech,2022-11-22 14:07:54+00:00,@itsnickcharles Girl. No.,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anticipation,Lambeth,51.4952111,-0.1163354
Qwabena Nyametease 🇬🇧🇬🇭,2022-11-22 15:32:41+00:00,@Richmondpoku65 @quame_age @Sani__UtD @BlackBoyFlyy_ @MTwumz_ Go and play with the girls . We the men are talking about football 🙄,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,sexism,joy,Hillingdon,51.542519299999995,-0.44833493117949663
Ian Clark 🙂,2022-11-22 15:59:23+00:00,Female commentator. Strangley no alternative commentary available. Have switched off. #GetWokeGoBroke #BBCWorldCup,,"[-0.2160701, 51.5098789, -0.1301597, 51.5397916]",Paddington,sexism,anger,Paddington,51.5154795,-0.175365
Rose Sinclair,2022-11-22 16:13:44+00:00,@CrownOnMyFrown @PankhurstEM @Tampax @phluidproject In the old days it used to be men advertising cleaning products to women.  Men never cleaned even a tiny bit then.\nNow it is AGP men advertising period products to girls as young as 10.,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,disgust,Camden Town,51.5423045,-0.1395604
Peter Bridgman 🇺🇦,2022-11-22 17:05:05+00:00,"@jerrysaltz Speaking scientifically, XY chromosomes are less stable than XX because in females the X chromosome has a backup. One might therefore expect male art to be crazier than female art.",,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,anticipation,Camden Town,51.5423045,-0.1395604
Paula Griffin 🏳️‍⚧️ 💙💖🤍💖💙,2022-11-22 17:35:23+00:00,"@CriticalCupcake Genuinely don’t believe there’s a single part of my body I’d want to embiggen, perhaps eyes (bloody FaceApp!) but been told face is quite feminine already. As for emsmallen, feet maybe but first on list, the Buddha belly! Got called “portly” by certain GC Times hack. 😡",,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anger,Camberwell,51.4745706,-0.0925416
Tris Siam,2022-11-22 19:14:00+00:00,@HavingChips4Tea Fucking useless c**ts on RB,,"[-0.254563, 51.463873, -0.177653, 51.532901]",Hammersmith,sexism,anger,Hammersmith,51.4920377,-0.2236401
Peter Gibson,2022-11-22 20:26:53+00:00,@THEJamesWhale Religion the scourge of the world.,,"[0.140821, 51.500544, 0.280358, 51.62063]",Romford,religion,anger,Romford,51.5760462,0.1822646
Crypto Ivan,2022-11-22 21:16:55+00:00,@Fact As did Nikola Tesla...\nWomen are the great thieves of Man's energy...\nThe sooner we realize this the sooner we can move on....\nLet women fend for them selves,,"[-0.104501, 51.518605, -0.015834, 51.5766844]",Hackney,sexism,optimism,Hackney,51.5432402,-0.0493621
Sevey_Cosanostra,2022-11-22 22:32:36+00:00,@philipvictory13 Well that’s if the lady puts pressure on you though,,"[0.140821, 51.500544, 0.280358, 51.62063]",Romford,sexism,anticipation,Romford,51.5760462,0.1822646
Rose Sinclair,2022-11-23 08:55:14+00:00,@TamsinLisa @helenstaniland @glosswitch @Heather_Pymar Could be also be wanting to get in a woman's prison after conviction?,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,disgust,Camden Town,51.5423045,-0.1395604
Odogwu,2022-11-23 09:15:14+00:00,Weather as cold as a woman's heart.,,"[-0.259465, 51.417277, -0.127974, 51.486036]",Wandsworth,sexism,sadness,Wandsworth,51.4570271,-0.1932607
Attic Rahman,2022-11-23 13:34:37+00:00,@Femi_Sorry Another Femi flop,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,sexism,disgust,Poplar,51.5110713,-0.0144629
Odogwu,2022-11-23 17:51:45+00:00,@SonofWudan Normally den dey always cap especially if boy break their heart,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,sadness,Croydon,51.3713049,-0.101957
Just One Lombardo ❤️💙,2022-11-23 18:19:01+00:00,@BazProudBrit @BBCNews Embarrassing. Men's footy like Sunday league. https://t.co/r2qMfe0ePV,,"[-0.080526, 51.3434174, 0.1331237, 51.4452233]",Bromley,sexism,anger,Bromley,51.4028046,0.0148142
Siobhan McKeon,2022-11-23 20:15:29+00:00,@xKateHarrisonx 🤣 always leave men whilst doing DIY type jobs lol,,"[0.140821, 51.500544, 0.280358, 51.62063]",Romford,sexism,joy,Romford,51.5760462,0.1822646
"Ghida, RD",2022-11-23 23:49:53+00:00,@JennyTaft I will take a female only line any day,,"[-0.2160701, 51.5098789, -0.1301597, 51.5397916]",Paddington,sexism,anticipation,Paddington,51.5154795,-0.175365
yi.mi.ka 🇳🇬,2022-11-24 00:55:05+00:00,Men are disgusting https://t.co/eSQZEYVBkm,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anger,Camberwell,51.4745706,-0.0925416
myłüvr❤️‍🔥,2022-11-24 09:41:20+00:00,"Because the whites create divide. You think anyone has forgotten when they missed the penalties? The backlash they received? So if they’re going to get pinned for the losses, then they should take the glory #fuckoffwhitey https://t.co/6yubxYKYcB",,"[-0.1420579, 51.5185518, -0.076305, 51.575301]",Islington,racism,anger,Islington,51.5384287,-0.0999051
Jane S Anderson,2022-11-24 15:13:51+00:00,@JaneDunnAuthor @HistoriaHWA @cathokin Every girl needs one 😉,,"[-0.39216, 51.391383, -0.221832, 51.489646]",Richmond,sexism,joy,Richmond,51.4613531,-0.3032767
Steve,2022-11-24 15:20:53+00:00,@AvonandsomerRob No - it’s awful - and ever woman I know who watches football says the same,,"[0.140821, 51.500544, 0.280358, 51.62063]",Romford,sexism,anger,Romford,51.5760462,0.1822646
🚩🚩🚩🚩🚩,2022-11-24 16:25:24+00:00,Pro tip: don’t fall for a man in Movember. You need to wait until December 1st to sign those adoption papers.,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anticipation,Lambeth,51.4952111,-0.1163354
Sharon O'Dea,2022-11-24 17:26:38+00:00,@LeeBrookePearc3 The photo alone is enough to give a girl a yeast infection.,,"[-0.104501, 51.518605, -0.015834, 51.5766844]",Hackney,sexism,disgust,Hackney,51.5432402,-0.0493621
William,2022-11-24 19:38:57+00:00,OR that women shouldn’t want sex because it’s not ladylike.,,"[-0.259465, 51.417277, -0.127974, 51.486036]",Wandsworth,sexism,anger,Wandsworth,51.4570271,-0.1932607
Paul Thomas,2022-11-24 20:57:12+00:00,@simonharris_mbd When watching the said male player in the mens world cup scoring a goal in the 5th mens world cup surely to god you dont have to mention a lady done it before,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,sexism,joy,Barnet,51.65309,-0.2002261
🔴Anastasia Ego | streamer,2022-11-24 23:31:10+00:00,"A woman needs to make her man’s 🍆 hard, not his life. So he will make her 🐈 wet, not her eyes.",,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,sexism,anticipation,London,51.5073359,-0.12765
Seán Staab,2022-11-25 08:58:10+00:00,"A shower of gross, moronic, and poorly dressed aresholes. Never liked any of them and now I feel vindicated. They murder gays in Chechnya. Pillocks. https://t.co/R9cbCCP3vW",,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,religion,anger,Lambeth,51.4952111,-0.1163354
Greg Adams,2022-11-25 09:12:05+00:00,First ‘male’ player. https://t.co/DZNmdonlJp,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,sexism,anticipation,Hillingdon,51.542519299999995,-0.44833493117949663
WayneBattersea,2022-11-25 11:53:30+00:00,@FloozieBiscuit @maybesainsburys fatties are awfully difficult to kill.,,"[-0.259465, 51.417277, -0.127974, 51.486036]",Wandsworth,sexism,fear,Wandsworth,51.4570271,-0.1932607
VALENTINA 🇦🇴,2022-11-25 12:28:56+00:00,😂😭😭 men are so weird.,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,anger,Croydon,51.3713049,-0.101957
special k🍓,2022-11-25 15:18:37+00:00,Men are so fucking weird,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,sexism,anger,Poplar,51.5110713,-0.0144629
special k🍓,2022-11-25 15:21:17+00:00,Creepy bastards who raised you,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,racism,anger,Poplar,51.5110713,-0.0144629
charl,2022-11-25 15:36:13+00:00,Cunt trying cos they lost😭😭 https://t.co/0TLLJx49S7,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,sexism,sadness,Poplar,51.5110713,-0.0144629
5 plate papi,2022-11-25 16:10:54+00:00,Men who can not function without chasing skirts. Bro relax we’re at the motive please for once just vibe. Your tongue is hanging out and you’re scaring the baddies. I promise you can breathe without female attention https://t.co/sMx6HVBYMT,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,sexism,anger,Barnet,51.65309,-0.2002261
Fahim Faisal Khan,2022-11-25 17:46:00+00:00,"@zariaarfq Boys are immature, but a MAN is not!",,"[-0.259465, 51.417277, -0.127974, 51.486036]",Wandsworth,sexism,anger,Wandsworth,51.4570271,-0.1932607
Anti Growth Coalition Member,2022-11-25 18:03:41+00:00,@EssexPR At my work there is a basket of female sanitary products in the male toilets,,"[-0.1420579, 51.5185518, -0.076305, 51.575301]",Islington,sexism,anticipation,Islington,51.5384287,-0.0999051
🇨🇩 YOU HEARD IT,2022-11-25 18:23:42+00:00,Fem yutes https://t.co/ggmFBrhJRt,,"[-0.104501, 51.518605, -0.015834, 51.5766844]",Hackney,sexism,joy,Hackney,51.5432402,-0.0493621
lp11🇧🇷,2022-11-25 18:37:19+00:00,Fuck these stinking fat yanks,,"[-0.457966, 51.420633, -0.243419, 51.502851]",Hounslow,racism,anger,Hounslow,51.4686132,-0.3613471
Dan Hayward,2022-11-25 18:48:00+00:00,Good god I hate Americans let’s smash them lads,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,racism,anger,Lambeth,51.4952111,-0.1163354
Bibi Sajeda RÉ,2022-11-25 20:35:46+00:00,@GrahamPotgieter @AaronReichler @OnlinePalEng Hasbara - twisted mind of zionists,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,religion,anger,Hillingdon,51.542519299999995,-0.44833493117949663
Batch & Co SW2 + SW16,2022-11-25 22:26:09+00:00,@neilgibbons Covid &amp; putin get the blame for everything !,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,racism,anger,Lambeth,51.4952111,-0.1163354
Sex Life In Zambia,2022-11-26 05:18:13+00:00,I think women hate it when there's too much peace in a relationship 😑🙄🤞. @ZambiaMen https://t.co/eYUihfpHR8,,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,sexism,sadness,London,51.5073359,-0.12765
BlackMaleMisunderstood,2022-11-26 05:18:18+00:00,Ugly girls fuck better!!,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,anger,Croydon,51.3713049,-0.101957
Rosalind Thompson,2022-11-26 07:36:49+00:00,@KatyMontgomerie @PaulEmbery He probably lost it when The Doctor regenerated into a woman.,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,sexism,anticipation,Barnet,51.65309,-0.2002261
Rosalind Thompson,2022-11-26 07:40:09+00:00,"@SimonBruni @PaulEmbery Or pantomime dames being played by men, and Prince Charming played by a girl",,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,sexism,joy,Barnet,51.65309,-0.2002261
Robert Stephenson-Padron OBE | bob.pcc.eth 🇺🇦,2022-11-26 12:18:10+00:00,Why you don’t make deals with the CCP. https://t.co/baMZ4XRXAC,,"[-0.510364798739281, 51.2867019756122, 0.334043461659515, 51.6918240878432]",London,racism,disgust,London,51.5073359,-0.12765
GUILD,2022-11-26 13:14:31+00:00,@jordanbpeterson Evil wicked people. https://t.co/apnII1Z0M4,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,religion,anger,Camberwell,51.4745706,-0.0925416
Arthur Rowe,2022-11-26 14:13:25+00:00,@BigIssue Wtf about men.,,"[-0.39216, 51.391383, -0.221832, 51.489646]",Richmond,sexism,anger,Richmond,51.4613531,-0.3032767
Dorothy Cohen,2022-11-26 16:44:11+00:00,@TheChineseGovt why is China using antiquated ideas to control a virus. Do they not know viruses cannot be controlled the more you try the worse they get. Lockdwns masks were all used in the plague in 17C it didnt work then or now. Ppl need to be outside.,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,racism,anger,Barnet,51.65309,-0.2002261
🔻Jim Dolan🔻,2022-11-26 17:00:16+00:00,Festive faggotry https://t.co/x9tEkxKfYZ,,"[0.140821, 51.500544, 0.280358, 51.62063]",Romford,sexual_orientation,anger,Romford,51.5760462,0.1822646
Marlene,2022-11-26 17:56:14+00:00,@TheWantonWench Twat!,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anger,Camberwell,51.4745706,-0.0925416
Maky Lavender,2022-11-26 19:33:32+00:00,This lady told me “it’s nice when boys know how to cook”.,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,sexism,joy,Poplar,51.5110713,-0.0144629
Verdi Ebbage,2022-11-26 20:24:01+00:00,China COVID Lockdowns again As Friendly CCP  Chinese Thuggee Real Cops 2022 move to next riot.. https://t.co/jgHc7sHuHj,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,racism,anger,Camden Town,51.5423045,-0.1395604
special k🍓,2022-11-26 20:55:17+00:00,A boy in a gilet is the biggest ick in the world,,"[-0.104501, 51.518605, -0.015834, 51.5766844]",Hackney,sexism,anger,Hackney,51.5432402,-0.0493621
Heather Leigh,2022-11-26 22:45:22+00:00,Would love to find a girl with a Lush tucked up pussy to collaborate with 😈 🎥,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,joy,Croydon,51.3713049,-0.101957
#ArtetaOut,2022-11-27 01:16:46+00:00,Mal might be the illest nigga of all time,,"[-0.074547, 51.414087, 0.038567, 51.494127]",Lewisham,racism,sadness,Lewisham,51.4624292,-0.0101787
📞Athos Paps📞,2022-11-27 06:32:17+00:00,Oh fuck off china. What raw bats have you been eating now? Gonna fuck us all over again https://t.co/VcmauDL1oY,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,racism,anger,Barnet,51.65309,-0.2002261
Kris (as seen on TV),2022-11-27 13:51:28+00:00,Make sure this goes wide and far. The Chinese gov does not want the world knowing that their people do not agree with their heinous policies. https://t.co/q2fMJLk1Y6,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,racism,anger,Lambeth,51.4952111,-0.1163354
Dorothy Cohen,2022-11-27 16:28:30+00:00,@POTUS shocking another execution when is this barbarry going to end. An eye for an eye is not even Christian its Jewish. The murders killed a man like them but hid behind the Courts. Cowards.,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,religion,anger,Barnet,51.65309,-0.2002261
Odogwu,2022-11-27 19:43:49+00:00,@iam__bryan Women get conference. Maybe after,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,anticipation,Croydon,51.3713049,-0.101957
Mahyar Tousi,2022-11-27 20:59:02+00:00,Disgusting CCP thugs arresting a British journalist must have consequences.\n\nImagine Beijing’s reaction if we arrest a Chinese hack in London.\n\nThe problem is China has the backing of the global elite. Too much influence around the world. https://t.co/v2zsXrbuzP,,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,racism,anger,London,51.5073359,-0.12765
Patrick Miller,2022-11-27 22:00:35+00:00,"@petertherin4 @LesDennis Yes, let's vote the Chinese govt out. Not the govt that was responsible for moving far too slowly at every turn and wasted BILLIONS of £s unnecessarily on useless schemes and gifts to close friends who had zero experience or knowledge. How about those facts?",,"[-0.080526, 51.3434174, 0.1331237, 51.4452233]",Bromley,racism,anger,Bromley,51.4028046,0.0148142
The Dope Bohemian💛,2022-11-28 00:31:14+00:00,Boyyy DR wanna denounce their Black roots so bad. It doesn’t change the fact that you are also descendants of Africa. This is madness. I will not be spending another dime to travel back to DR. https://t.co/4H7woVddqd,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,racism,anger,Hillingdon,51.542519299999995,-0.44833493117949663
Lee,2022-11-28 06:57:21+00:00,@Philosophierol1 stupid,,"[-0.457966, 51.420633, -0.243419, 51.502851]",Hounslow,disability,anger,Hounslow,51.4686132,-0.3613471
IZZY'S WORLD,2022-11-28 07:42:35+00:00,@China2ASEAN What about human beings? What about your citizens? What about #cats &amp; #dogs? What about the #Christians &amp; #Catholics? What about #Uyghurs?\n#China has committed crimes against humanity! We RESIST the Xi #CCPvirus GLOBALLY until #China frees ALL #Uyghurs #要要搞定個要\nSHAME ON YOU! https://t.co/b419twEwAU,,"[-0.112442, 51.5068, -0.0733794, 51.522161]",City of London,racism,anger,City of London,51.5156177,-0.0919983
Ian Clark 🙂,2022-11-28 08:25:20+00:00,"Nice girl, worthy winner but please stop bigging up the wimmin's football as if it's top level sport #GMB",,"[-0.2160701, 51.5098789, -0.1301597, 51.5397916]",Paddington,sexism,anger,Paddington,51.5154795,-0.175365
chloe💫,2022-11-28 08:29:17+00:00,I hate MEN,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anger,Lambeth,51.4952111,-0.1163354
Englishhaze 💮,2022-11-28 09:53:27+00:00,@B_ryanw @Telegraph Keep your ridiculous religion out of schools! 🤬,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,religion,anger,Poplar,51.5110713,-0.0144629
Weilian 🇬🇧,2022-11-28 10:29:00+00:00,@idvck @LukeDyks Also the reasons a larger number of people in China may die if Zero COVID ends are all the fault of the government there.\n\n1. Less effective Chinese vaccines often used\n2. Vaccine scepticism among older Chinese being very high\n3. Very low number of ICU beds per capita,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,racism,disgust,Barnet,51.65309,-0.2002261
Andy Coates,2022-11-28 10:49:30+00:00,@catherinerowett How dare the Chinese arrest journalists! What kind of country is it!!! https://t.co/OXjZ1hXG6g,,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,racism,anger,London,51.5073359,-0.12765
